1771296473.000,"a0687e","N125YU  ",24.984027,121.238847,4850,272.3,268,0.408,-36.0
1771296473.000,"8990f7","MDA1265 ",24.853867,121.324716,11475,179.3,,0.320,-32.3
1771296473.000,"899127","B54111  ",24.831985,121.601817,37000,545.4,462,0.788,-37.0
1771296478.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,,,-37.0
1771296478.000,"a0687e","N125YU  ",24.984027,121.238847,4850,272.3,268,0.408,-35.6
1771296478.000,"8990f7","MDA1265 ",24.850841,121.320622,11575,179.1,,0.320,-32.3
1771296478.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-35.7
1771296483.000,"8990ad","MDA1264 ",24.830452,121.053893,7575,257.6,248,0.376,-32.8
1771296483.000,"71c335","JJA6151 ",25.121543,121.108358,5625,242.3,,,-37.0
1771296483.000,"a0687e","N125YU  ",24.990051,121.245880,4750,273.1,268,0.408,-36.1
1771296483.000,"8990f7","MDA1265 ",24.848328,121.317150,11650,178.5,,0.320,-32.9
1771296483.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296488.000,"8990ad","MDA1264 ",24.832826,121.056743,7500,258.3,244,0.376,-33.5
1771296488.000,"a0687e","N125YU  ",24.997853,121.254963,4625,273.0,268,0.408,-34.6
1771296488.000,"8990f7","MDA1265 ",24.845627,121.313527,11750,177.7,,0.320,-32.7
1771296488.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296493.000,"8990ad","MDA1264 ",24.836975,121.061605,7450,258.3,244,0.380,-35.7
1771296493.000,"a0687e","N125YU  ",25.002090,121.259835,4550,271.6,268,0.408,-35.1
1771296493.000,"8990f7","MDA1265 ",24.843207,121.310258,11825,176.3,,0.320,-32.9
1771296493.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296498.000,"8990ad","MDA1264 ",24.842695,121.068507,7350,255.6,244,0.380,-32.4
1771296498.000,"a0687e","N125YU  ",25.005581,121.263877,4475,271.6,268,0.408,-35.9
1771296498.000,"789271","HKE857  ",25.008362,121.304677,38025,366.1,,,-35.9
1771296498.000,"8990f7","MDA1265 ",24.840500,121.306559,11900,176.3,,0.320,-33.6
1771296498.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296503.000,"8990ad","MDA1264 ",24.846176,121.072744,7275,255.0,248,0.380,-30.6
1771296503.000,"a0687e","N125YU  ",25.010834,121.269989,4375,268.2,268,0.408,-35.2
1771296503.000,"8990f7","MDA1265 ",24.838120,121.303304,11950,175.7,,0.320,-32.3
1771296503.000,"789271","HKE857  ",25.008362,121.304677,38025,366.1,,,-36.1
1771296503.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296508.000,"8990ad","MDA1264 ",24.850067,121.077525,7200,254.2,246,0.376,-32.4
1771296508.000,"a0687e","N125YU  ",25.015031,121.274967,4300,266.7,268,0.408,-35.6
1771296508.000,"8990f7","MDA1265 ",24.835386,121.299634,12050,176.3,,0.320,-32.7
1771296508.000,"789271","HKE857  ",25.008362,121.304677,38025,366.1,,,-36.7
1771296508.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296513.000,"8990ad","MDA1264 ",24.854507,121.082916,7075,254.2,246,0.376,-32.6
1771296513.000,"a0687e","N125YU  ",25.019081,121.279734,4225,262.5,268,0.408,-35.7
1771296513.000,"789271","HKE857  ",24.990921,121.282094,38025,366.1,,,-36.1
1771296513.000,"8990f7","MDA1265 ",24.832855,121.296183,12100,176.5,,0.320,-32.7
1771296513.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296518.000,"8990ad","MDA1264 ",24.858078,121.087290,6975,254.2,246,0.376,-28.9
1771296518.000,"789271","HKE857  ",24.987565,121.277765,38025,366.1,,,-35.5
1771296518.000,"a0687e","N125YU  ",25.019081,121.279734,4225,261.0,268,0.408,-36.2
1771296518.000,"8990f7","MDA1265 ",24.830704,121.293233,12150,177.1,,0.320,-32.1
1771296518.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296523.000,"8990ad","MDA1264 ",24.862154,121.092241,6900,254.2,244,0.376,-29.4
1771296523.000,"789271","HKE857  ",24.987565,121.277765,38025,366.1,,,-35.6
1771296523.000,"a0687e","N125YU  ",25.019081,121.279734,4225,261.0,268,0.408,-36.7
1771296523.000,"8990f7","MDA1265 ",24.827728,121.289164,12225,177.1,,0.324,-32.8
1771296523.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296528.000,"8990ad","MDA1264 ",24.866501,121.097565,6775,253.5,244,0.376,-27.8
1771296528.000,"789271","HKE857  ",24.987565,121.277765,38025,366.1,,,-35.6
1771296528.000,"a0687e","N125YU  ",25.019081,121.279734,4225,261.0,268,0.408,-36.7
1771296528.000,"8990f7","MDA1265 ",24.825165,121.285655,12300,176.5,,0.324,-32.0
1771296528.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296533.000,"8990ad","MDA1264 ",24.869788,121.101569,6700,253.5,244,0.372,-27.1
1771296533.000,"789271","HKE857  ",24.987565,121.277765,38025,366.1,,,-35.6
1771296533.000,"a0687e","N125YU  ",25.019081,121.279734,4225,261.0,268,0.408,-36.7
1771296533.000,"8990f7","MDA1265 ",24.822510,121.282043,12375,177.1,,0.320,-34.2
1771296533.000,"899127","B54111  ",24.879501,121.667887,37000,544.6,462,0.788,-36.5
1771296538.000,"8990ad","MDA1264 ",24.874283,121.107076,6600,253.5,244,0.376,-29.7
1771296538.000,"789271","HKE857  ",24.987565,121.277765,38025,366.1,,,-35.6
